Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.41238260269165,6.427064411026002,6.363542987195981,6.395004062205203,493729600
2010-01-05,6.423468589782715,6.459723852019821,6.389610022526822,6.430060601116457,601904800
2010-01-06,6.32129430770874,6.448936807504181,6.314702296903394,6.423468074896368,552160000
2010-01-07,6.3096113204956055,6.352159375743484,6.263768058246057,6.344668450515088,477131200
2010-01-08,6.351557731628418,6.352157405510102,6.264066552443561,6.301219929854986,447610800
2010-01-11,6.295527935028076,6.382120607729177,6.245789004616336,6.376127869113472,462229600
2010-01-12,6.223915100097656,6.285339866777769,6.184963501800485,6.26796052588379,594459600
2010-01-13,6.31170654296875,6.320096376251566,6.115449572171949,6.2284102842913915,605892000
2010-01-14,6.275152206420898,6.306014408190058,6.262867493124975,6.295527516359286,432894000
2010-01-15,6.170280933380127,6.340171440618307,6.1684831121348225,6.320095770045741,594067600
2010-01-19,6.443246364593506,6.44774091954804,6.209535507698652,6.242194740220082,730007600
2010-01-20,6.3440680503845215,6.458526159944489,6.2772502135695065,6.439349796022371,612152800
2010-01-21,6.234400749206543,6.391407258940005,6.208632780085617,6.35455312636694,608154400
2010-01-22,5.925185203552246,6.217324435571698,5.907507423201045,6.195751374782387,881767600
2010-01-25,6.084587097167969,6.13342630995329,5.998293673249132,6.0678078314073405,1065699600
2010-01-26,6.170581340789795,6.4033940204885855,6.069905738776532,6.170880977701429,1867110000
2010-01-27,6.228709697723389,6.309609263519785,5.978518077301491,6.197847495893098,1722568400
2010-01-28,5.9713287353515625,6.157399304978732,5.953650953103891,6.140320796708905,1173502400
2010-01-29,5.754695415496826,6.058520469816524,5.700462329862121,6.024961932856277,1245952400
2010-02-01,5.834697246551514,5.87275034259647,5.731924163562,5.763984520056768,749876400
2010-02-02,5.86855411529541,5.882337413184987,5.79424616170235,5.870052699897905,698342400
2010-02-03,5.969528675079346,5.998593052057466,5.825406537842727,5.8478789035362935,615328000
2010-02-04,5.754395961761475,5.943761698865939,5.740013389278229,5.8946220429801155,757652000
2010-02-05,5.856569766998291,5.87275016328978,5.718440324978769,5.7717749052482965,850306800
2010-02-08,5.816418170928955,5.929079242796852,5.812822528200335,5.863460363196558,478270800
2010-02-09,5.878442287445068,5.917693523620398,5.835295371279979,5.885333536521226,632886800
2010-02-10,5.846381187438965,5.89072704867422,5.820613214088383,5.869452428684406,370361600
2010-02-11,5.952751636505127,5.985112031229049,5.814622185136366,5.839192018155603,550345600
2010-02-12,6.003986358642578,6.041739804003574,5.857766767098209,5.935969989589507,655468800
2010-02-16,6.094475269317627,6.1031643392834765,6.038144732815726,6.050729082443522,543737600
2010-02-17,6.0690083503723145,6.121742856374403,6.018370102991459,6.118147212769891,436396800
2010-02-18,6.080394268035889,6.109159019249567,6.020168432727007,6.041441859083206,422825200
2010-02-19,6.042640686035156,6.088484344843397,6.025861414850602,6.048334188824622,415469600
2010-02-22,6.00518274307251,6.0675059933229925,5.968328619186513,6.0627122048799595,390563600
2010-02-23,5.90451192855835,6.032454136383882,5.864062130806969,5.992603212626033,575094800
2010-02-24,6.01237678527832,6.035747663250644,5.927880380093033,5.939566219128458,460566400
2010-02-25,6.052525520324707,6.078293487484338,5.899414701362312,5.914096505913614,665126000
2010-02-26,6.131031513214111,6.147511147187801,6.052528624114749,6.0639144293904,507460800
2010-03-01,6.261968612670898,6.2772492941238,6.155899152736769,6.164887859482462,550093600
2010-03-02,6.257776260375977,6.317102789335478,6.224516951655461,6.290135857949815,566546400
2010-03-03,6.27215576171875,6.288336155742121,6.230507829152091,6.260470721689361,372052800
2010-03-04,6.313503265380859,6.319795639247643,6.251180000562212,6.270656795913364,366041200
2010-03-05,6.560399532318115,6.582871898485306,6.430959199256158,6.440247942625617,899620400
2010-03-08,6.564295768737793,6.594557898173138,6.539426303882049,6.592161202809905,429889600
2010-03-09,6.682347774505615,6.741674266743295,6.528637680913663,6.541222027744508,920259200
2010-03-10,6.736882209777832,6.756058972998063,6.687743354223188,6.706620080468803,596218000
2010-03-11,6.756656169891357,6.756656169891357,6.69133733276276,6.709015908015551,405700400
2010-03-12,6.789616107940674,6.823473873369155,6.764147374591914,6.812686946282954,416323600
2010-03-15,6.7069196701049805,6.756657399110267,6.599352014921432,6.753062556130419,493502800
2010-03-16,6.725194931030273,6.741075283680942,6.6670669836086836,6.717105136307838,446908000
2010-03-17,6.7153096199035645,6.785123028127878,6.689841279572902,6.738680501610635,450956800
2010-03-18,6.731188774108887,6.741675665301898,6.670064048158868,6.714708344964639,342109600
2010-03-19,6.659278392791748,6.748867835184661,6.628715825786794,6.735384573298266,559445600
2010-03-22,6.734184741973877,6.7716389512735224,6.596354979963863,6.605943359957176,456419600
2010-03-23,6.84235143661499,6.8549361864288345,6.714708517370166,6.7608517999223965,602431200
2010-03-24,6.872615337371826,6.897484803574006,6.816883666111682,6.820779346417265,597780400
2010-03-25,6.791114807128906,6.920555549306679,6.779129330973962,6.91905696473804,542284400
2010-03-26,6.918458461761475,6.949919136387301,6.848044989796862,6.8600304659011035,640875200
2010-03-29,6.963103294372559,7.0074487618103705,6.940032449923856,6.9813815479335295,540744400
2010-03-30,7.066771507263184,7.115611902843749,7.018830422080741,7.089243865939385,527310000
2010-03-31,7.0413079261779785,7.089549083444659,7.025128328170767,7.055990539323579,430659600
2010-04-01,7.070368766784668,7.153066137525283,6.973888100871417,7.113515673313651,603145200
2010-04-05,7.145876884460449,7.146476158266866,7.0344143567626265,7.040707131779269,684507600
2010-04-06,7.177338123321533,7.1983119057581355,7.101231952605424,7.137187579709967,447017200
2010-04-07,7.209100246429443,7.248651524003747,7.150971477826927,7.177638766511642,628502000
2010-04-08,7.1896233558654785,7.237264425207239,7.132393905242788,7.204305164652616,572989200
2010-04-09,7.244754791259766,7.24775196044377,7.2049042825711105,7.2339686626507,334182800
2010-04-12,7.259735584259033,7.283106459638964,7.245353014733882,7.257038452423848,333026400
2010-04-13,7.263932228088379,7.275019196004784,7.2243809482289825,7.246854120981815,306210800
2010-04-14,7.36160945892334,7.365205101178037,7.313069888681743,7.349324747935662,404076400
2010-04-15,7.458392143249512,7.461687749475583,7.356217948959215,7.364307746131297,376784800
2010-04-16,7.412845611572266,7.524907386577378,7.327451114597429,7.447901920810085,750545600
2010-04-19,7.402959823608398,7.427529249828101,7.244155463652925,7.401761275983118,566924400
2010-04-20,7.32865047454834,7.468278053513912,7.279810865606791,7.447004236107097,738326400
2010-04-21,7.7670087814331055,7.797870976844811,7.662437521330987,7.754424033769436,982391200
2010-04-22,7.984243392944336,7.992633227973944,7.676523030375932,7.737648171207226,793424800
2010-04-23,8.114879608154297,8.155329386856478,8.000121483317406,8.02978433432628,796955600
2010-04-26,8.075029373168945,8.163719492427916,8.03577734057753,8.146341352883988,479068800
2010-04-27,7.851506233215332,8.025291655258288,7.805963019230713,8.008212749989399,709343600
2010-04-28,7.838325023651123,7.910235506343522,7.682817014632383,7.887763930557741,758402400
2010-04-29,8.049263954162598,8.090012983985005,7.850609033358632,7.880871168739997,558840800
2010-04-30,7.823042392730713,8.107091023610067,7.82034606019998,8.069337567587755,542463600
2010-05-03,7.980646133422852,8.026490179788404,7.876674127748009,7.905439270596527,454342000
2010-05-04,7.750829696655273,7.888959507020247,7.693001775281215,7.876974831135278,723819600
2010-05-05,7.670228958129883,7.734649687926516,7.452697381327278,7.581538840920545,883103200
2010-05-06,7.378390312194824,7.737945794543371,5.970128472643247,7.605509483873232,1285860800
2010-05-07,7.067072868347168,7.387977158573019,6.747967199458222,7.302283413169099,1676018400
2010-05-10,7.610302925109863,7.63007896083089,7.446705175546818,7.498241923084889,984306400
2010-05-11,7.686112403869629,7.787087263347507,7.5057349467558465,7.545884700909546,848906800
2010-05-12,7.853006362915039,7.884167810229341,7.7514322221738965,7.767611019671586,654379600
2010-05-13,7.741242408752441,7.940196517012091,7.682514374310642,7.886861946966857,599712400
2010-05-14,7.605210781097412,7.684912611043231,7.475770816748323,7.645361333025747,759362800
2010-05-17,7.617194652557373,7.675922683334105,7.422135436263555,7.631577223383963,762834800
2010-05-18,7.561467170715332,7.7469380893620725,7.498544195321456,7.699896276403895,782678400
2010-05-19,7.441015243530273,7.578245796633307,7.336444725162374,7.47577233733059,1025726800
2010-05-20,7.124004364013672,7.306478831719797,7.077561045543335,7.247450763715118,1282915200
2010-05-21,7.2606353759765625,7.325954616700982,6.931940514012006,6.975985935953471,1223891200
2010-05-24,7.393670558929443,7.517717835828076,7.3786895139562105,7.409251677804082,754238800
2010-05-25,7.34752893447876,7.393671422492064,7.106027164404795,7.171645653236879,1048006400
2010-05-26,7.314272403717041,7.554576517121381,7.303485469921623,7.493152122045869,850654000
2010-05-27,7.591126918792725,7.607307311560522,7.46408407226936,7.508728770684548,666282400
2010-05-28,7.696898460388184,7.772405376598828,7.591128610269693,7.772106139678313,815614800
2010-06-01,7.815250873565674,7.968361737503107,7.759219970309915,7.781093065172201,876472800
2010-06-02,7.908733367919922,7.934201297234762,7.8002664402888415,7.926410739987469,688548000
2010-06-03,7.883868217468262,7.956678003563891,7.802667795810551,7.945591035223684,650106800
2010-06-04,7.669330596923828,7.847310108576388,7.629480090794822,7.736746896769835,758304400
2010-06-07,7.518917560577393,7.764913494429337,7.507231319542576,7.739145516970259,886942000
2010-06-08,7.470675468444824,7.6046103527507345,7.360411497484296,7.587830687559611,1000770400
2010-06-09,7.28700065612793,7.547679903758009,7.265727640846006,7.534795119716332,854630000
2010-06-10,7.5060343742370605,7.520116112166649,7.257041244185826,7.336143806807797,776356000
